full_route_case_id,scope,pollutant_name,pollutant_category,tool_id,route_id,optional_route,path_id,path_rank_within_case,path_depth,compound_node_id_path,compound_smiles_canonical_path,compound_inchikey_path,edge_id_path,edge_score_raw_path,edge_score_semantics_path,path_score_raw,path_score_semantics,path_status,stopped_reason,simple_path_valid,has_repeated_node_id,has_repeated_smiles_canonical,has_repeated_edge_id,contains_parent_copy_edge,contains_source_self_loop_edge,restricted_answer_key_read,scoring_performed
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp01,1,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00006"", ""FR-BBD3-CAND-c0105__n00012"", ""FR-BBD3-CAND-c0105__n00011"", ""FR-BBD3-CAND-c0105__n00060"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00057""]","[""Clc1ccccc1"", ""O=S(=O)([O-])c1ccccc1"", ""O=S(=O)([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1O"", ""Oc1ccccc1O"", ""Oc1cccc(O)c1O""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""SRSXLGNVWSONIS-UHFFFAOYSA-M"", ""ZCLXQTGLKVQKFD-UHFFFAOYSA-M"", ""IJFXRHURBJZNAO-UHFFFAOYSA-M"", ""GLDQAMYCGOIJDV-UHFFFAOYSA-M"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N""]","[""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00012"", ""FR-BBD3-CAND-c0105__e00087"", ""FR-BBD3-CAND-c0105__e00068"", ""FR-BBD3-CAND-c0105__e00146"", ""FR-BBD3-CAND-c0105__e00061""]","[-2.6684067249298096, -1.8963346838951112, -2.0463061332702637, -2.2504618018865585, -1.7262489795684814, -1.6349936962127685]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-12.22275202,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp02,2,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00006"", ""FR-BBD3-CAND-c0105__n00012"", ""FR-BBD3-CAND-c0105__n00011"", ""FR-BBD3-CAND-c0105__n00060"", ""FR-BBD3-CAND-c0105__n00057"", ""FR-BBD3-CAND-c0105__n00059""]","[""Clc1ccccc1"", ""O=S(=O)([O-])c1ccccc1"", ""O=S(=O)([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1O"", ""Oc1cccc(O)c1O"", ""O=C([O-])/C=C\\C=C(\\O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""SRSXLGNVWSONIS-UHFFFAOYSA-M"", ""ZCLXQTGLKVQKFD-UHFFFAOYSA-M"", ""IJFXRHURBJZNAO-UHFFFAOYSA-M"", ""GLDQAMYCGOIJDV-UHFFFAOYSA-M"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N"", ""JBEBGTMCZIGUTK-HSFFGMMNSA-L""]","[""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00012"", ""FR-BBD3-CAND-c0105__e00087"", ""FR-BBD3-CAND-c0105__e00068"", ""FR-BBD3-CAND-c0105__e00132"", ""FR-BBD3-CAND-c0105__e00122""]","[-2.6684067249298096, -1.8963346838951112, -2.0463061332702637, -2.2504618018865585, -1.7292025983333588, -1.7002233862876892]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-12.29093533,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp03,3,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00007"", ""FR-BBD3-CAND-c0105__n00011"", ""FR-BBD3-CAND-c0105__n00060"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00057"", ""FR-BBD3-CAND-c0105__n00059""]","[""Clc1ccccc1"", ""O=C([O-])c1ccccc1"", ""O=C([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1O"", ""Oc1ccccc1O"", ""Oc1cccc(O)c1O"", ""O=C([O-])/C=C\\C=C(\\O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""WPYMKLBDIGXBTP-UHFFFAOYSA-M"", ""IJFXRHURBJZNAO-UHFFFAOYSA-M"", ""GLDQAMYCGOIJDV-UHFFFAOYSA-M"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N"", ""JBEBGTMCZIGUTK-HSFFGMMNSA-L""]","[""FR-BBD3-CAND-c0105__e00007"", ""FR-BBD3-CAND-c0105__e00011"", ""FR-BBD3-CAND-c0105__e00068"", ""FR-BBD3-CAND-c0105__e00146"", ""FR-BBD3-CAND-c0105__e00061"", ""FR-BBD3-CAND-c0105__e00122""]","[-3.3301262855529785, -1.7877923130989075, -2.2504618018865585, -1.7262489795684814, -1.6349936962127685, -1.7002233862876892]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-12.42984646,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp04,4,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00006"", ""FR-BBD3-CAND-c0105__n00012"", ""FR-BBD3-CAND-c0105__n00011"", ""FR-BBD3-CAND-c0105__n00060"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00020""]","[""Clc1ccccc1"", ""O=S(=O)([O-])c1ccccc1"", ""O=S(=O)([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1O"", ""Oc1ccccc1O"", ""O=C([O-])/C=C\\C=C\\C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""SRSXLGNVWSONIS-UHFFFAOYSA-M"", ""ZCLXQTGLKVQKFD-UHFFFAOYSA-M"", ""IJFXRHURBJZNAO-UHFFFAOYSA-M"", ""GLDQAMYCGOIJDV-UHFFFAOYSA-M"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""TXXHDPDFNKHHGW-HSFFGMMNSA-L""]","[""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00012"", ""FR-BBD3-CAND-c0105__e00087"", ""FR-BBD3-CAND-c0105__e00068"", ""FR-BBD3-CAND-c0105__e00146"", ""FR-BBD3-CAND-c0105__e00067""]","[-2.6684067249298096, -1.8963346838951112, -2.0463061332702637, -2.2504618018865585, -1.7262489795684814, -1.9335828870534897]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-12.52134121,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp05,5,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00005"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00057"", ""FR-BBD3-CAND-c0105__n00059"", ""FR-BBD3-CAND-c0105__n00100"", ""FR-BBD3-CAND-c0105__n00109""]","[""Clc1ccccc1"", ""O[C@@H]1C=CC=C[C@@H]1O"", ""Oc1ccccc1O"", ""Oc1cccc(O)c1O"", ""O=C([O-])/C=C\\C=C(\\O)C(=O)[O-]"", ""O=C([O-])/C=C\\C=C(/O)C(=O)[O-]"", ""O=C([O-])/C=C/C=C(/O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""YDRSQRPHLBEPTP-OLQVQODUSA-N"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N"", ""JBEBGTMCZIGUTK-HSFFGMMNSA-L"", ""JBEBGTMCZIGUTK-CCAGOZQPSA-L"", ""JBEBGTMCZIGUTK-ZPUQHVIOSA-L""]","[""FR-BBD3-CAND-c0105__e00005"", ""FR-BBD3-CAND-c0105__e00008"", ""FR-BBD3-CAND-c0105__e00061"", ""FR-BBD3-CAND-c0105__e00122"", ""FR-BBD3-CAND-c0105__e00128"", ""FR-BBD3-CAND-c0105__e00195""]","[-3.4811211824417114, -0.6720148488879204, -1.6349936962127685, -1.7002233862876892, -2.581179936726888, -2.590146848133632]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-12.6596799,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp06,6,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00015"", ""FR-BBD3-CAND-c0105__n00064"", ""FR-BBD3-CAND-c0105__n00099"", ""FR-BBD3-CAND-c0105__n00149"", ""FR-BBD3-CAND-c0105__n00163""]","[""Clc1ccccc1"", ""Oc1ccc(Cl)cc1"", ""Oc1ccc(Cl)c(O)c1"", ""Oc1cc(O)c(Cl)cc1O"", ""O=C([O-])/C=C(\\O)C(=O)[O-]"", ""CC(=O)C(=O)[O-].O=CC(=O)[O-]"", ""CC(=O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""WXNZTHHGJRFXKQ-UHFFFAOYSA-N"", ""JQVAPEJNIZULEK-UHFFFAOYSA-N"", ""RSJCPOVKDYSWAP-UHFFFAOYSA-N"", ""UWYVPFMHMJIBHE-UPHRSURJSA-L"", ""NJIFZHXNPAJTQV-UHFFFAOYSA-L"", ""LCTONWCANYUPML-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00004"", ""FR-BBD3-CAND-c0105__e00015"", ""FR-BBD3-CAND-c0105__e00075"", ""FR-BBD3-CAND-c0105__e00124"", ""FR-BBD3-CAND-c0105__e00203"", ""FR-BBD3-CAND-c0105__e00264""]","[-2.4341448545455933, -1.8708539009094238, -2.0922747373580934, -2.680032557911343, -2.493317484855652, -1.5288035929203034]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-13.09942713,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp07,7,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00005"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00057"", ""FR-BBD3-CAND-c0105__n00059"", ""FR-BBD3-CAND-c0105__n00100"", ""FR-BBD3-CAND-c0105__n00114""]","[""Clc1ccccc1"", ""O[C@@H]1C=CC=C[C@@H]1O"", ""Oc1ccccc1O"", ""Oc1cccc(O)c1O"", ""O=C([O-])/C=C\\C=C(\\O)C(=O)[O-]"", ""O=C([O-])/C=C\\C=C(/O)C(=O)[O-]"", ""C=C/C=C(/O)C(=O)[O-].O=C([O-])[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""YDRSQRPHLBEPTP-OLQVQODUSA-N"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N"", ""JBEBGTMCZIGUTK-HSFFGMMNSA-L"", ""JBEBGTMCZIGUTK-CCAGOZQPSA-L"", ""CXFDYEVCARPGRC-BJILWQEISA-K""]","[""FR-BBD3-CAND-c0105__e00005"", ""FR-BBD3-CAND-c0105__e00008"", ""FR-BBD3-CAND-c0105__e00061"", ""FR-BBD3-CAND-c0105__e00122"", ""FR-BBD3-CAND-c0105__e00128"", ""FR-BBD3-CAND-c0105__e00224""]","[-3.4811211824417114, -0.6720148488879204, -1.6349936962127685, -1.7002233862876892, -2.581179936726888, -3.1454023122787476]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-13.21493536,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp08,8,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00005"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00057"", ""FR-BBD3-CAND-c0105__n00059"", ""FR-BBD3-CAND-c0105__n00100"", ""FR-BBD3-CAND-c0105__n00122""]","[""Clc1ccccc1"", ""O[C@@H]1C=CC=C[C@@H]1O"", ""Oc1ccccc1O"", ""Oc1cccc(O)c1O"", ""O=C([O-])/C=C\\C=C(\\O)C(=O)[O-]"", ""O=C([O-])/C=C\\C=C(/O)C(=O)[O-]"", ""O=C([O-])CCCC(=O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""YDRSQRPHLBEPTP-OLQVQODUSA-N"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N"", ""JBEBGTMCZIGUTK-HSFFGMMNSA-L"", ""JBEBGTMCZIGUTK-CCAGOZQPSA-L"", ""FGSBNBBHOZHUBO-UHFFFAOYSA-L""]","[""FR-BBD3-CAND-c0105__e00005"", ""FR-BBD3-CAND-c0105__e00008"", ""FR-BBD3-CAND-c0105__e00061"", ""FR-BBD3-CAND-c0105__e00122"", ""FR-BBD3-CAND-c0105__e00128"", ""FR-BBD3-CAND-c0105__e00212""]","[-3.4811211824417114, -0.6720148488879204, -1.6349936962127685, -1.7002233862876892, -2.581179936726888, -3.1560248533884683]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-13.2255579,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp09,9,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00006"", ""FR-BBD3-CAND-c0105__n00012"", ""FR-BBD3-CAND-c0105__n00011"", ""FR-BBD3-CAND-c0105__n00060"", ""FR-BBD3-CAND-c0105__n00008"", ""FR-BBD3-CAND-c0105__n00032""]","[""Clc1ccccc1"", ""O=S(=O)([O-])c1ccccc1"", ""O=S(=O)([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1O"", ""Oc1ccccc1O"", ""O=C([O-])/C=C\\C=C\\C=C(\\O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""SRSXLGNVWSONIS-UHFFFAOYSA-M"", ""ZCLXQTGLKVQKFD-UHFFFAOYSA-M"", ""IJFXRHURBJZNAO-UHFFFAOYSA-M"", ""GLDQAMYCGOIJDV-UHFFFAOYSA-M"", ""YCIMNLLNPGFGHC-UHFFFAOYSA-N"", ""DPLYETORSZOBEJ-PDADCAGHSA-L""]","[""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00012"", ""FR-BBD3-CAND-c0105__e00087"", ""FR-BBD3-CAND-c0105__e00068"", ""FR-BBD3-CAND-c0105__e00146"", ""FR-BBD3-CAND-c0105__e00072""]","[-2.6684067249298096, -1.8963346838951112, -2.0463061332702637, -2.2504618018865585, -1.7262489795684814, -2.643579045931498]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-13.23133737,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,eclipse_predec,eclipse_predec_bbd_finetuned_10fold_multistep,False,FR-BBD3-CAND-c0105__sp10,10,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00006"", ""FR-BBD3-CAND-c0105__n00012"", ""FR-BBD3-CAND-c0105__n00011"", ""FR-BBD3-CAND-c0105__n00060"", ""FR-BBD3-CAND-c0105__n00057"", ""FR-BBD3-CAND-c0105__n00105""]","[""Clc1ccccc1"", ""O=S(=O)([O-])c1ccccc1"", ""O=S(=O)([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1"", ""O=C([O-])c1cccc(O)c1O"", ""Oc1cccc(O)c1O"", ""Oc1ccc(O)c(O)c1O""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""SRSXLGNVWSONIS-UHFFFAOYSA-M"", ""ZCLXQTGLKVQKFD-UHFFFAOYSA-M"", ""IJFXRHURBJZNAO-UHFFFAOYSA-M"", ""GLDQAMYCGOIJDV-UHFFFAOYSA-M"", ""WQGWDDDVZFFDIG-UHFFFAOYSA-N"", ""VERMEZLHWFHDLK-UHFFFAOYSA-N""]","[""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00012"", ""FR-BBD3-CAND-c0105__e00087"", ""FR-BBD3-CAND-c0105__e00068"", ""FR-BBD3-CAND-c0105__e00132"", ""FR-BBD3-CAND-c0105__e00136""]","[-2.6684067249298096, -1.8963346838951112, -2.0463061332702637, -2.2504618018865585, -1.7292025983333588, -2.7138380110263824]","[""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood"", ""fold_frequency_then_mean_beam_log_likelihood""]",-13.30454995,sum_of_edge_mean_beam_log_likelihood_along_best_path,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
