full_route_case_id,scope,pollutant_name,pollutant_category,tool_id,route_id,optional_route,path_id,path_rank_within_case,path_depth,compound_node_id_path,compound_smiles_canonical_path,compound_inchikey_path,edge_id_path,edge_score_raw_path,edge_score_semantics_path,path_score_raw,path_score_semantics,path_status,stopped_reason,simple_path_valid,has_repeated_node_id,has_repeated_smiles_canonical,has_repeated_edge_id,contains_parent_copy_edge,contains_source_self_loop_edge,restricted_answer_key_read,scoring_performed
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp01,1,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00024"", ""FR-BBD3-CAND-c0105__n00045"", ""FR-BBD3-CAND-c0105__n00066""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC=C(O)C(=O)[O-]"", ""O=C([O-])C=CCC(=O)C(=O)[O-]"", ""O=C([O-])CCCC(=O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""JBEBGTMCZIGUTK-UHFFFAOYSA-L"", ""OOEDHTCVMHDXRH-UHFFFAOYSA-L"", ""FGSBNBBHOZHUBO-UHFFFAOYSA-L""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00029"", ""FR-BBD3-CAND-c0105__e00054"", ""FR-BBD3-CAND-c0105__e00077""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp02,2,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00024"", ""FR-BBD3-CAND-c0105__n00045"", ""FR-BBD3-CAND-c0105__n00048""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC=C(O)C(=O)[O-]"", ""O=C([O-])C=CCC(=O)C(=O)[O-]"", ""O=C([O-])CC(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""JBEBGTMCZIGUTK-UHFFFAOYSA-L"", ""OOEDHTCVMHDXRH-UHFFFAOYSA-L"", ""OFOBLEOULBTSOW-UHFFFAOYSA-L""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00029"", ""FR-BBD3-CAND-c0105__e00054"", ""FR-BBD3-CAND-c0105__e00084""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp03,3,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00024"", ""FR-BBD3-CAND-c0105__n00045"", ""FR-BBD3-CAND-c0105__n00060""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC=C(O)C(=O)[O-]"", ""O=C([O-])C=CCC(=O)C(=O)[O-]"", ""CC(=O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""JBEBGTMCZIGUTK-UHFFFAOYSA-L"", ""OOEDHTCVMHDXRH-UHFFFAOYSA-L"", ""LCTONWCANYUPML-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00029"", ""FR-BBD3-CAND-c0105__e00054"", ""FR-BBD3-CAND-c0105__e00089""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp04,4,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00024"", ""FR-BBD3-CAND-c0105__n00045"", ""FR-BBD3-CAND-c0105__n00029""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC=C(O)C(=O)[O-]"", ""O=C([O-])C=CCC(=O)C(=O)[O-]"", ""O=CCC(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""JBEBGTMCZIGUTK-UHFFFAOYSA-L"", ""OOEDHTCVMHDXRH-UHFFFAOYSA-L"", ""OAKURXIZZOAYBC-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00029"", ""FR-BBD3-CAND-c0105__e00054"", ""FR-BBD3-CAND-c0105__e00092""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp05,5,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00024"", ""FR-BBD3-CAND-c0105__n00052"", ""FR-BBD3-CAND-c0105__n00075""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC=C(O)C(=O)[O-]"", ""O=C([O-])CCC=C(O)C(=O)[O-]"", ""CC(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""JBEBGTMCZIGUTK-UHFFFAOYSA-L"", ""OCLYKEUHZGJXQP-UHFFFAOYSA-L"", ""QTBSBXVTEAMEQO-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00029"", ""FR-BBD3-CAND-c0105__e00061"", ""FR-BBD3-CAND-c0105__e00087""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp06,6,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00024"", ""FR-BBD3-CAND-c0105__n00052"", ""FR-BBD3-CAND-c0105__n00076""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC=C(O)C(=O)[O-]"", ""O=C([O-])CCC=C(O)C(=O)[O-]"", ""O=C(O)C=C(O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""JBEBGTMCZIGUTK-UHFFFAOYSA-L"", ""OCLYKEUHZGJXQP-UHFFFAOYSA-L"", ""UWYVPFMHMJIBHE-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00029"", ""FR-BBD3-CAND-c0105__e00061"", ""FR-BBD3-CAND-c0105__e00090""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp07,7,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00030"", ""FR-BBD3-CAND-c0105__n00054"", ""FR-BBD3-CAND-c0105__n00077""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)C(=O)C(=O)[O-]"", ""O=C([O-])CCC(Cl)C(=O)C(=O)[O-]"", ""O=C([O-])C(=O)C(Cl)C(=O)O""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""SEVCZMREBIBISR-UHFFFAOYSA-L"", ""MLWKSFQKRDMNEC-UHFFFAOYSA-L"", ""HZCGELONROQYQX-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00035"", ""FR-BBD3-CAND-c0105__e00063"", ""FR-BBD3-CAND-c0105__e00091""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp08,8,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00004"", ""FR-BBD3-CAND-c0105__n00010"", ""FR-BBD3-CAND-c0105__n00030"", ""FR-BBD3-CAND-c0105__n00029"", ""FR-BBD3-CAND-c0105__n00048""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=CC=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)=C(O)C(=O)[O-]"", ""O=C([O-])C=CC(Cl)C(=O)C(=O)[O-]"", ""O=CCC(=O)[O-]"", ""O=C([O-])CC(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""JLQFJRRWDWBGRV-UHFFFAOYSA-M"", ""KSJULTYOHJNRCL-UHFFFAOYSA-L"", ""SEVCZMREBIBISR-UHFFFAOYSA-L"", ""OAKURXIZZOAYBC-UHFFFAOYSA-M"", ""OFOBLEOULBTSOW-UHFFFAOYSA-L""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00006"", ""FR-BBD3-CAND-c0105__e00014"", ""FR-BBD3-CAND-c0105__e00035"", ""FR-BBD3-CAND-c0105__e00076"", ""FR-BBD3-CAND-c0105__e00057""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp09,9,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00007"", ""FR-BBD3-CAND-c0105__n00014"", ""FR-BBD3-CAND-c0105__n00026"", ""FR-BBD3-CAND-c0105__n00047"", ""FR-BBD3-CAND-c0105__n00067""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=C[O-]"", ""O=CCc1cccc(O)c1O"", ""O=C([O-])Cc1cccc(O)c1O"", ""O=C([O-])CC(=O)C=CC=C(O)C(=O)[O-]"", ""O=C([O-])CC(=O)C=CC(O)C(O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""BDAGIHXWWSANSR-UHFFFAOYSA-M"", ""KQWWLPXFTPQSAZ-UHFFFAOYSA-N"", ""KEQGFEVKJCGTKB-UHFFFAOYSA-M"", ""ANUJXGROOCSGQK-UHFFFAOYSA-L"", ""FGPLPKIZZQWTDO-UHFFFAOYSA-L""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00009"", ""FR-BBD3-CAND-c0105__e00018"", ""FR-BBD3-CAND-c0105__e00031"", ""FR-BBD3-CAND-c0105__e00056"", ""FR-BBD3-CAND-c0105__e00078""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
FR-BBD3-CAND-c0105,scope_b_v0_3_candidate,Chlorobenzene,unclassified_candidate,biotransformer_envmicro,biotransformer_envmicro_multistep,False,FR-BBD3-CAND-c0105__sp10,10,6,"[""FR-BBD3-CAND-c0105__n00000"", ""FR-BBD3-CAND-c0105__n00001"", ""FR-BBD3-CAND-c0105__n00007"", ""FR-BBD3-CAND-c0105__n00014"", ""FR-BBD3-CAND-c0105__n00026"", ""FR-BBD3-CAND-c0105__n00047"", ""FR-BBD3-CAND-c0105__n00041""]","[""Clc1ccccc1"", ""Oc1cccc(Cl)c1O"", ""O=C[O-]"", ""O=CCc1cccc(O)c1O"", ""O=C([O-])Cc1cccc(O)c1O"", ""O=C([O-])CC(=O)C=CC=C(O)C(=O)[O-]"", ""C=CCC(=O)C(=O)[O-]""]","[""MVPPADPHJFYWMZ-UHFFFAOYSA-N"", ""GQKDZDYQXPOXEM-UHFFFAOYSA-N"", ""BDAGIHXWWSANSR-UHFFFAOYSA-M"", ""KQWWLPXFTPQSAZ-UHFFFAOYSA-N"", ""KEQGFEVKJCGTKB-UHFFFAOYSA-M"", ""ANUJXGROOCSGQK-UHFFFAOYSA-L"", ""NOXRYJAWRSNUJD-UHFFFAOYSA-M""]","[""FR-BBD3-CAND-c0105__e00001"", ""FR-BBD3-CAND-c0105__e00009"", ""FR-BBD3-CAND-c0105__e00018"", ""FR-BBD3-CAND-c0105__e00031"", ""FR-BBD3-CAND-c0105__e00056"", ""FR-BBD3-CAND-c0105__e00093""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score"", ""no_score""]",0.0,no_score,simple_acyclic_path,max_depth_reached,True,False,False,False,False,False,False,False
